Account Transactions,,,,,,,,,
AustGrade Mascot Swimming Pty Ltd,,,,,,,,,
For the period 1 July 2025 to 30 June 2026,,,,,,,,,
,,,,,,,,,
"Account Type contains Asset, Liability, Equity",,,,,,,,,
,,,,,,,,,
Date,Source,Description,Reference,Debit,Credit,Running Balance,Gross,GST,Account
18 May 2026,Spend Money,Nab connect,,0.00,16.00,(936.36),(16.00),0.00,NAB- Austgrade 
22 May 2026,Receive Money,WCIF Refunds,,"1,285.52",0.00,349.16,"1,285.52",0.00,NAB- Austgrade 
Total  - NAB- Austgrade,,,,"490,313.60","489,964.44",349.16,349.16,0.00,
,,,,,,,,,
610 - Accounts Receivable,,,,,,,,,
07 Jul 2025,Receivable Payment,Payment: Mika,INV-0041,0.00,"4,290.00","(4,290.00)","(4,290.00)",0.00,Accounts Receivable
15 Jul 2025,Receivable Payment,Payment: Mascot Public School,INV-0042,0.00,"6,000.00","(10,290.00)","(6,000.00)",0.00,Accounts Receivable
25 Jul 2025,Receivable Payment,Payment: Mascot Public School,INV-0040,0.00,"6,000.00","(16,290.00)","(6,000.00)",0.00,Accounts Receivable
04 Aug 2025,Receivable Invoice,A1 Swimming Academy,INV-0044,420.00,0.00,"(15,870.00)",420.00,0.00,Accounts Receivable
04 Aug 2025,Receivable Invoice,Auskor - ABN 39 199 641 813,INV-0043,"2,500.00",0.00,"(13,370.00)","2,500.00",0.00,Accounts Receivable
04 Aug 2025,Receivable Payment,Payment: Auskor - ABN 39 199 641 813,INV-0043,0.00,"2,500.00","(15,870.00)","(2,500.00)",0.00,Accounts Receivable
07 Aug 2025,Receivable Payment,Payment: A1 Swimming Academy,INV-0044,0.00,420.00,"(16,290.00)",(420.00),0.00,Accounts Receivable
23 Sep 2025,Receivable Invoice,Mika,INV-0047,"4,290.00",0.00,"(12,000.00)","4,290.00",0.00,Accounts Receivable
25 Sep 2025,Receivable Invoice,Auskor - ABN 39 199 641 813,INV-0048,"3,150.00",0.00,"(8,850.00)","3,150.00",0.00,Accounts Receivable
29 Sep 2025,Receivable Payment,Payment: Mika,INV-0047,0.00,"4,290.00","(13,140.00)","(4,290.00)",0.00,Accounts Receivable
30 Sep 2025,Receivable Payment,Payment: Auskor - ABN 39 199 641 813,INV-0048,0.00,"3,150.00","(16,290.00)","(3,150.00)",0.00,Accounts Receivable
11 Nov 2025,Receivable Invoice,Mascot Public School,INV-0050,"6,600.00",0.00,"(9,690.00)","6,600.00",0.00,Accounts Receivable
19 Nov 2025,Receivable Invoice,Auskor - ABN 39 199 641 813,INV-0049,"3,562.50",0.00,"(6,127.50)","3,562.50",0.00,Accounts Receivable
19 Nov 2025,Receivable Payment,Payment: Auskor - ABN 39 199 641 813,INV-0049,0.00,"3,562.50","(9,690.00)","(3,562.50)",0.00,Accounts Receivable
25 Nov 2025,Receivable Invoice,Auskor - ABN 39 199 641 813,INV-0051,"4,650.00",0.00,"(5,040.00)","4,650.00",0.00,Accounts Receivable
03 Dec 2025,Receivable Payment,Payment: Mascot Public School,INV-0050,0.00,"6,600.00","(11,640.00)","(6,600.00)",0.00,Accounts Receivable
25 Dec 2025,Receivable Invoice,Auskor - ABN 39 199 641 813,INV-0053,"2,775.00",0.00,"(8,865.00)","2,775.00",0.00,Accounts Receivable
08 Jan 2026,Receivable Payment,Payment: Auskor - ABN 39 199 641 813,INV-0053,0.00,"2,775.00","(11,640.00)","(2,775.00)",0.00,Accounts Receivable
09 Jan 2026,Receivable Payment,Payment: Auskor - ABN 39 199 641 813,INV-0051,0.00,"4,650.00","(16,290.00)","(4,650.00)",0.00,Accounts Receivable
25 Jan 2026,Receivable Invoice,Auskor - ABN 39 199 641 813,INV-0054,"2,200.00",0.00,"(14,090.00)","2,200.00",0.00,Accounts Receivable
02 Mar 2026,Receivable Payment,Payment: Auskor - ABN 39 199 641 813,INV-0054,0.00,"2,200.00","(16,290.00)","(2,200.00)",0.00,Accounts Receivable
Total 610 - Accounts Receivable,,,,"30,147.50","46,437.50","(16,290.00)","(16,290.00)",0.00,
,,,,,,,,,
623 - Loan - Austgrade Swimming Pty Ltd,,,,,,,,,
01 Feb 2026,Manual Journal,Julius 2026 - To record dividend paid to Austgrade Swimming,#11346,0.00,"200,000.00","(200,000.00)","(200,000.00)",0.00,Loan - Austgrade Swimming Pty Ltd
31 Mar 2026,Manual Journal,Julius 2026 - To record sale of business - going concern,#11345,"200,000.00",0.00,0.00,"200,000.00",0.00,Loan - Austgrade Swimming Pty Ltd
Total 623 - Loan - Austgrade Swimming Pty Ltd,,,,"200,000.00","200,000.00",0.00,0.00,0.00,
,,,,,,,,,
625 - Loan - Austgrade Top Ryde Swimming Pty Ltd,,,,,,,,,
16 Sep 2025,Spend Money,Austgrade Top Ryde,,"1,000.00",0.00,"1,000.00","1,000.00",0.00,Loan - Austgrade Top Ryde Swimming Pty Ltd
Total 625 - Loan - Austgrade Top Ryde Swimming Pty Ltd,,,,"1,000.00",0.00,"1,000.00","1,000.00",0.00,
,,,,,,,,,
710 - Office Equipment,,,,,,,,,
19 Aug 2025,Spend Money,Lions Club,,"3,000.00",0.00,"3,000.00","3,000.00",0.00,Office Equipment
Total 710 - Office Equipment,,,,"3,000.00",0.00,"3,000.00","3,000.00",0.00,
,,,,,,,,,
712 - Swimming Pool Equipment,,,,,,,,,
14 Jul 2025,Payable Invoice,Aquatic Elements Pty Ltd - teaching platforms,00121280,"3,887.00",0.00,"3,887.00","4,275.70",388.70,Swimming Pool Equipment
Total 712 - Swimming Pool Equipment,,,,"3,887.00",0.00,"3,887.00","4,275.70",388.70,
,,,,,,,,,
743 - Swimming Pools Construction,,,,,,,,,
13 Oct 2025,Payable Invoice,sydney Captin electrical and Handyman - changing lights,800730,"21,440.00",0.00,"21,440.00","23,584.00","2,144.00",Swimming Pools Construction
Total 743 - Swimming Pools Construction,,,,"21,440.00",0.00,"21,440.00","23,584.00","2,144.00",
,,,,,,,,,
800 - Accounts Payable,,,,,,,,,
01 Jul 2025,Payable Payment,Payment: BUNNINGS,,119.91,0.00,(119.91),(119.91),0.00,Accounts Payable
02 Jul 2025,Payable Invoice,TELSTRA,K 555 442 561 Acc,0.00,179.99,60.08,179.99,0.00,Accounts Payable
02 Jul 2025,Payable Payment,Payment: Waster Pty Ltd,00120717,140.80,0.00,(80.72),(140.80),0.00,Accounts Payable
04 Jul 2025,Payable Payment,Payment: TELSTRA,K 555 442 561 Acc,179.99,0.00,(260.71),(179.99),0.00,Accounts Payable
05 Jul 2025,Payable Invoice,BUNNINGS,,0.00,190.38,(70.33),190.38,0.00,Accounts Payable
06 Jul 2025,Payable Invoice,pharmacy4less,,0.00,21.98,(48.35),21.98,0.00,Accounts Payable
06 Jul 2025,Payable Invoice,JB HI FI,,0.00,85.00,36.65,85.00,0.00,Accounts Payable
07 Jul 2025,Payable Payment,Payment: pharmacy4less,,21.98,0.00,14.67,(21.98),0.00,Accounts Payable
08 Jul 2025,Payable Payment,Payment: JB HI FI,,85.00,0.00,(70.33),(85.00),0.00,Accounts Payable
08 Jul 2025,Payable Payment,Payment: BUNNINGS,,190.38,0.00,(260.71),(190.38),0.00,Accounts Payable
09 Jul 2025,Payable Invoice,IGA,,0.00,10.80,(249.91),10.80,0.00,Accounts Payable
10 Jul 2025,Payable Invoice,IGA,,0.00,7.00,(242.91),7.00,0.00,Accounts Payable
10 Jul 2025,Payable Payment,Payment: IGA,,10.80,0.00,(253.71),(10.80),0.00,Accounts Payable
11 Jul 2025,Payable Payment,Payment: IGA,,7.00,0.00,(260.71),(7.00),0.00,Accounts Payable
12 Jul 2025,Payable Invoice,Budget Petrol,,0.00,89.70,(171.01),89.70,0.00,Accounts Payable
12 Jul 2025,Payable Invoice,BUNNINGS,,0.00,37.19,(133.82),37.19,0.00,Accounts Payable
14 Jul 2025,Payable Payment,Payment: Budget Petrol,,89.70,0.00,(223.52),(89.70),0.00,Accounts Payable
14 Jul 2025,Payable Invoice,Aquatic Elements Pty Ltd,00121280,0.00,"4,275.70","4,052.18","4,275.70",0.00,Accounts Payable
15 Jul 2025,Payable Payment,Payment: BUNNINGS,,37.19,0.00,"4,014.99",(37.19),0.00,Accounts Payable
15 Jul 2025,Payable Payment,Payment: Aquatic Elements Pty Ltd,00121280,"4,275.70",0.00,(260.71),"(4,275.70)",0.00,Accounts Payable
16 Jul 2025,Payable Invoice,IGA,,0.00,12.90,(247.81),12.90,0.00,Accounts Payable
17 Jul 2025,Payable Payment,Payment: IGA,,12.90,0.00,(260.71),(12.90),0.00,Accounts Payable
17 Jul 2025,Payable Payment,Payment: Waster Pty Ltd,00118068,140.80,0.00,(401.51),(140.80),0.00,Accounts Payable
18 Jul 2025,Payable Invoice,A J Duffy,90148,0.00,"36,476.72","36,075.21","36,476.72",0.00,Accounts Payable
19 Jul 2025,Payable Invoice,BUNNINGS,,0.00,62.95,"36,138.16",62.95,0.00,Accounts Payable
19 Jul 2025,Payable Invoice,officework,,0.00,22.87,"36,161.03",22.87,0.00,Accounts Payable
19 Jul 2025,Payable Invoice,BUNNINGS,,0.00,78.95,"36,239.98",78.95,0.00,Accounts Payable
19 Jul 2025,Payable Invoice,G18 discount market,,0.00,5.50,"36,245.48",5.50,0.00,Accounts Payable
21 Jul 2025,Payable Payment,Payment: G18 discount market,,5.50,0.00,"36,239.98",(5.50),0.00,Accounts Payable
22 Jul 2025,Payable Payment,Payment: officework,,22.87,0.00,"36,217.11",(22.87),0.00,Accounts Payable
22 Jul 2025,Payable Payment,Payment: BUNNINGS,,62.95,0.00,"36,154.16",(62.95),0.00,Accounts Payable
22 Jul 2025,Payable Payment,Payment: BUNNINGS,,78.95,0.00,"36,075.21",(78.95),0.00,Accounts Payable
26 Jul 2025,Payable Invoice,Budget Petrol,,0.00,104.65,"36,179.86",104.65,0.00,Accounts Payable
28 Jul 2025,Payable Payment,Payment: Budget Petrol,,104.65,0.00,"36,075.21",(104.65),0.00,Accounts Payable
30 Jul 2025,Payable Invoice,OFFICEWORKS,orderNumber=1016637690,0.00,96.00,"36,171.21",96.00,0.00,Accounts Payable
31 Jul 2025,Payable Invoice,Waster Pty Ltd,00123488,0.00,221.10,"36,392.31",221.10,0.00,Accounts Payable
31 Jul 2025,Payable Payment,Payment: officework,orderNumber=1015958561,96.00,0.00,"36,296.31",(96.00),0.00,Accounts Payable
02 Aug 2025,Payable Invoice,BUNNINGS,,0.00,25.94,"36,322.25",25.94,0.00,Accounts Payable
02 Aug 2025,Payable Invoice,IGA,,0.00,8.60,"36,330.85",8.60,0.00,Accounts Payable
02 Aug 2025,Payable Invoice,JB HI FI,,0.00,149.80,"36,480.65",149.80,0.00,Accounts Payable
04 Aug 2025,Payable Payment,Payment: JB HI FI,,149.80,0.00,"36,330.85",(149.80),0.00,Accounts Payable
05 Aug 2025,Payable Payment,Payment: BUNNINGS,,25.94,0.00,"36,304.91",(25.94),0.00,Accounts Payable
05 Aug 2025,Payable Payment,Payment: IGA,,8.60,0.00,"36,296.31",(8.60),0.00,Accounts Payable
07 Aug 2025,Payable Invoice,Budget Petrol,,0.00,104.65,"36,400.96",104.65,0.00,Accounts Payable
13 Aug 2025,Payable Invoice,IGA,,0.00,59.44,"36,460.40",59.44,0.00,Accounts Payable
14 Aug 2025,Payable Payment,Payment: IGA,,59.44,0.00,"36,400.96",(59.44),0.00,Accounts Payable
17 Aug 2025,Payable Invoice,IGA,,0.00,13.66,"36,414.62",13.66,0.00,Accounts Payable
19 Aug 2025,Payable Payment,Payment: IGA,,13.66,0.00,"36,400.96",(13.66),0.00,Accounts Payable
21 Aug 2025,Payable Invoice,Budget Petrol,,0.00,104.65,"36,505.61",104.65,0.00,Accounts Payable
22 Aug 2025,Payable Invoice,IGA,,0.00,17.60,"36,523.21",17.60,0.00,Accounts Payable
25 Aug 2025,Payable Payment,Payment: IGA,,17.60,0.00,"36,505.61",(17.60),0.00,Accounts Payable
25 Aug 2025,Payable Payment,Payment: Budget Petrol,,104.65,0.00,"36,400.96",(104.65),0.00,Accounts Payable
27 Aug 2025,Payable Payment,Payment: A J Duffy,90148,"36,476.72",0.00,(75.76),"(36,476.72)",0.00,Accounts Payable
29 Aug 2025,Payable Payment,Payment: Waster Pty Ltd,00123488,221.10,0.00,(296.86),(221.10),0.00,Accounts Payable
03 Sep 2025,Payable Invoice,Budget Petrol,,0.00,104.65,(192.21),104.65,0.00,Accounts Payable
03 Sep 2025,Payable Invoice,office,,0.00,15.60,(176.61),15.60,0.00,Accounts Payable
04 Sep 2025,Payable Payment,Payment: office,,15.60,0.00,(192.21),(15.60),0.00,Accounts Payable
05 Sep 2025,Payable Payment,Payment: Budget Petrol,,104.65,0.00,(296.86),(104.65),0.00,Accounts Payable
07 Sep 2025,Payable Invoice,IGA,,0.00,13.00,(283.86),13.00,0.00,Accounts Payable
09 Sep 2025,Payable Payment,Payment: IGA,,13.00,0.00,(296.86),(13.00),0.00,Accounts Payable
11 Sep 2025,Payable Invoice,KMART,,0.00,37.00,(259.86),37.00,0.00,Accounts Payable
12 Sep 2025,Payable Payment,Payment: KMART,,37.00,0.00,(296.86),(37.00),0.00,Accounts Payable
13 Sep 2025,Payable Invoice,IGA,,0.00,7.20,(289.66),7.20,0.00,Accounts Payable
15 Sep 2025,Payable Invoice,Budget Petrol,,0.00,104.65,(185.01),104.65,0.00,Accounts Payable
16 Sep 2025,Payable Payment,Payment: IGA,,7.20,0.00,(192.21),(7.20),0.00,Accounts Payable
17 Sep 2025,Payable Invoice,office,,0.00,1.65,(190.56),1.65,0.00,Accounts Payable
17 Sep 2025,Payable Invoice,A J Duffy,92852,0.00,"16,965.49","16,774.93","16,965.49",0.00,Accounts Payable
17 Sep 2025,Payable Invoice,AOZ PRINT AND GRAPHI,,0.00,12.50,"16,787.43",12.50,0.00,Accounts Payable
17 Sep 2025,Payable Payment,Payment: AOZ PRINT AND GRAPHI,,12.50,0.00,"16,774.93",(12.50),0.00,Accounts Payable
18 Sep 2025,Payable Invoice,ALDI STORES,,0.00,5.57,"16,780.50",5.57,0.00,Accounts Payable
18 Sep 2025,Payable Payment,Payment: ALDI STORES,,5.57,0.00,"16,774.93",(5.57),0.00,Accounts Payable
18 Sep 2025,Payable Payment,Payment: office,,1.65,0.00,"16,773.28",(1.65),0.00,Accounts Payable
19 Sep 2025,Payable Invoice,Origin Energy,114158392,0.00,"3,470.97","20,244.25","3,470.97",0.00,Accounts Payable
27 Sep 2025,Payable Invoice,Budget Petrol,,0.00,89.70,"20,333.95",89.70,0.00,Accounts Payable
30 Sep 2025,Payable Invoice,Waster Pty Ltd,00128995,0.00,147.40,"20,481.35",147.40,0.00,Accounts Payable
30 Sep 2025,Payable Payment,Payment: Budget Petrol,,89.70,0.00,"20,391.65",(89.70),0.00,Accounts Payable
30 Sep 2025,Payable Payment,Payment: AUS Solar,AUS5518N,"1,181.82",0.00,"19,209.83","(1,181.82)",0.00,Accounts Payable
01 Oct 2025,Payable Invoice,IGA,,0.00,35.06,"19,244.89",35.06,0.00,Accounts Payable
02 Oct 2025,Payable Invoice,TELSTRA,K 991 687 951 Acc,0.00,113.98,"19,358.87",113.98,0.00,Accounts Payable
02 Oct 2025,Payable Payment,Payment: IGA,,35.06,0.00,"19,323.81",(35.06),0.00,Accounts Payable
04 Oct 2025,Payable Invoice,KMART,,0.00,63.15,"19,386.96",63.15,0.00,Accounts Payable
05 Oct 2025,Payable Invoice,Budget Petrol,,0.00,89.70,"19,476.66",89.70,0.00,Accounts Payable
05 Oct 2025,Payable Invoice,IGA,,0.00,2.59,"19,479.25",2.59,0.00,Accounts Payable
05 Oct 2025,Payable Invoice,IGA,,0.00,2.59,"19,481.84",2.59,0.00,Accounts Payable
06 Oct 2025,Payable Payment,Payment: KMART,,63.15,0.00,"19,418.69",(63.15),0.00,Accounts Payable
07 Oct 2025,Payable Payment,Payment: TELSTRA,K 991 687 951 Acc,113.98,0.00,"19,304.71",(113.98),0.00,Accounts Payable
07 Oct 2025,Payable Payment,Payment: IGA,,2.59,0.00,"19,302.12",(2.59),0.00,Accounts Payable
07 Oct 2025,Payable Payment,Payment: Budget Petrol,,89.70,0.00,"19,212.42",(89.70),0.00,Accounts Payable
07 Oct 2025,Payable Payment,Payment: IGA,,2.59,0.00,"19,209.83",(2.59),0.00,Accounts Payable
09 Oct 2025,Payable Invoice,officework,1017804535,0.00,96.00,"19,305.83",96.00,0.00,Accounts Payable
09 Oct 2025,Payable Payment,Payment: A J Duffy,92852,"16,956.49",0.00,"2,349.34","(16,956.49)",0.00,Accounts Payable
10 Oct 2025,Payable Invoice,IGA,,0.00,14.40,"2,363.74",14.40,0.00,Accounts Payable
10 Oct 2025,Payable Payment,Payment: officework,1017804535,96.00,0.00,"2,267.74",(96.00),0.00,Accounts Payable
13 Oct 2025,Payable Payment,Payment: IGA,,14.40,0.00,"2,253.34",(14.40),0.00,Accounts Payable
13 Oct 2025,Payable Invoice,sydney Captin electrical and Handyman,800730,0.00,"23,584.00","25,837.34","23,584.00",0.00,Accounts Payable
14 Oct 2025,Payable Invoice,Iceberg refrigeration,4315,0.00,"2,690.60","28,527.94","2,690.60",0.00,Accounts Payable
14 Oct 2025,Payable Payment,Payment: sydney Captin electrical and Handyman,800730,"23,584.00",0.00,"4,943.94","(23,584.00)",0.00,Accounts Payable
15 Oct 2025,Payable Invoice,Kevin Joyce,INV-43766,0.00,346.50,"5,290.44",346.50,0.00,Accounts Payable
15 Oct 2025,Payable Invoice,SPLITBOXES,,0.00,222.35,"5,512.79",222.35,0.00,Accounts Payable
15 Oct 2025,Payable Invoice,IGA,,0.00,46.94,"5,559.73",46.94,0.00,Accounts Payable
15 Oct 2025,Payable Invoice,BUNNINGS,,0.00,188.85,"5,748.58",188.85,0.00,Accounts Payable
15 Oct 2025,Payable Payment,Payment: SPLITBOXES,,222.35,0.00,"5,526.23",(222.35),0.00,Accounts Payable
16 Oct 2025,Payable Payment,Payment: IGA,,46.94,0.00,"5,479.29",(46.94),0.00,Accounts Payable
17 Oct 2025,Payable Payment,Payment: BUNNINGS,,188.85,0.00,"5,290.44",(188.85),0.00,Accounts Payable
18 Oct 2025,Payable Invoice,Budget Petrol,,0.00,89.70,"5,380.14",89.70,0.00,Accounts Payable
18 Oct 2025,Payable Invoice,IGA,,0.00,7.20,"5,387.34",7.20,0.00,Accounts Payable
20 Oct 2025,Payable Payment,Payment: Budget Petrol,,89.70,0.00,"5,297.64",(89.70),0.00,Accounts Payable
21 Oct 2025,Payable Payment,Payment: IGA,,7.20,0.00,"5,290.44",(7.20),0.00,Accounts Payable
22 Oct 2025,Payable Invoice,BUNNINGS,,0.00,146.86,"5,437.30",146.86,0.00,Accounts Payable
22 Oct 2025,Payable Payment,Payment: BUNNINGS,,146.86,0.00,"5,290.44",(146.86),0.00,Accounts Payable
24 Oct 2025,Payable Invoice,KMART,,0.00,39.65,"5,330.09",39.65,0.00,Accounts Payable
24 Oct 2025,Payable Invoice,AOZ PRINT AND GRAPHI,,0.00,165.00,"5,495.09",165.00,0.00,Accounts Payable
24 Oct 2025,Payable Payment,Payment: AOZ PRINT AND GRAPHI,,165.00,0.00,"5,330.09",(165.00),0.00,Accounts Payable
27 Oct 2025,Payable Payment,Payment: KMART,,39.65,0.00,"5,290.44",(39.65),0.00,Accounts Payable
29 Oct 2025,Payable Invoice,Budget Petrol,,0.00,89.70,"5,380.14",89.70,0.00,Accounts Payable
30 Oct 2025,Payable Invoice,Cincotta Discount,,0.00,17.36,"5,397.50",17.36,0.00,Accounts Payable
31 Oct 2025,Payable Payment,Payment: Cincotta Discount,,17.36,0.00,"5,380.14",(17.36),0.00,Accounts Payable
31 Oct 2025,Payable Payment,Payment: Budget Petrol,,89.70,0.00,"5,290.44",(89.70),0.00,Accounts Payable
07 Nov 2025,Payable Invoice,Budget Petrol,,0.00,89.70,"5,380.14",89.70,0.00,Accounts Payable
10 Nov 2025,Payable Invoice,Kmartphotos,,0.00,12.75,"5,392.89",12.75,0.00,Accounts Payable
10 Nov 2025,Payable Payment,Payment: Budget Petrol,,89.70,0.00,"5,303.19",(89.70),0.00,Accounts Payable
11 Nov 2025,Payable Payment,Payment: Kevin Joyce,INV-43766,346.50,0.00,"4,956.69",(346.50),0.00,Accounts Payable
11 Nov 2025,Payable Payment,Payment: Kmartphotos,,12.75,0.00,"4,943.94",(12.75),0.00,Accounts Payable
12 Nov 2025,Payable Invoice,IGA,,0.00,16.90,"4,960.84",16.90,0.00,Accounts Payable
12 Nov 2025,Payable Invoice,G18 discount market,,0.00,6.00,"4,966.84",6.00,0.00,Accounts Payable
13 Nov 2025,Payable Invoice,JB HI FI,,0.00,69.90,"5,036.74",69.90,0.00,Accounts Payable
13 Nov 2025,Payable Payment,Payment: IGA,,16.90,0.00,"5,019.84",(16.90),0.00,Accounts Payable
13 Nov 2025,Payable Payment,Payment: Iceberg refrigeration,4315,"2,690.60",0.00,"2,329.24","(2,690.60)",0.00,Accounts Payable
13 Nov 2025,Payable Payment,Payment: Waster Pty Ltd,00128995,147.40,0.00,"2,181.84",(147.40),0.00,Accounts Payable
14 Nov 2025,Payable Invoice,IGA,,0.00,12.00,"2,193.84",12.00,0.00,Accounts Payable
14 Nov 2025,Payable Invoice,Cincotta Discount,,0.00,48.97,"2,242.81",48.97,0.00,Accounts Payable
15 Nov 2025,Payable Invoice,IGA,,0.00,5.20,"2,248.01",5.20,0.00,Accounts Payable
15 Nov 2025,Payable Invoice,G18 discount market,,0.00,20.00,"2,268.01",20.00,0.00,Accounts Payable
15 Nov 2025,Payable Invoice,officework,,0.00,96.00,"2,364.01",96.00,0.00,Accounts Payable
17 Nov 2025,Payable Invoice,officework,,0.00,144.00,"2,508.01",144.00,0.00,Accounts Payable
17 Nov 2025,Payable Invoice,Budget Petrol,,0.00,104.65,"2,612.66",104.65,0.00,Accounts Payable
17 Nov 2025,Payable Payment,Payment: Cincotta Discount,,48.97,0.00,"2,563.69",(48.97),0.00,Accounts Payable
17 Nov 2025,Payable Payment,Payment: IGA,,12.00,0.00,"2,551.69",(12.00),0.00,Accounts Payable
17 Nov 2025,Payable Payment,Payment: JB HI FI,,69.90,0.00,"2,481.79",(69.90),0.00,Accounts Payable
18 Nov 2025,Payable Payment,Payment: officework,,144.00,0.00,"2,337.79",(144.00),0.00,Accounts Payable
19 Nov 2025,Payable Payment,Payment: Budget Petrol,,104.65,0.00,"2,233.14",(104.65),0.00,Accounts Payable
22 Nov 2025,Payable Invoice,BUNNINGS,,0.00,56.91,"2,290.05",56.91,0.00,Accounts Payable
28 Nov 2025,Payable Invoice,G18 discount market,,0.00,13.50,"2,303.55",13.50,0.00,Accounts Payable
28 Nov 2025,Payable Invoice,G18 discount market,,0.00,25.10,"2,328.65",25.10,0.00,Accounts Payable
29 Nov 2025,Payable Invoice,IGA,,0.00,20.50,"2,349.15",20.50,0.00,Accounts Payable
01 Dec 2025,Payable Invoice,Budget Petrol,,0.00,104.65,"2,453.80",104.65,0.00,Accounts Payable
01 Dec 2025,Payable Invoice,Head Oceania Pty Ltd (ZOGGS AUSTRALIA),,0.00,848.10,"3,301.90",848.10,0.00,Accounts Payable
02 Dec 2025,Payable Invoice,TELSTRA,K 233 169 361 Acc,0.00,190.00,"3,491.90",190.00,0.00,Accounts Payable
03 Dec 2025,Payable Payment,Payment: Head Oceania Pty Ltd (ZOGGS AUSTRALIA),,848.10,0.00,"2,643.80",(848.10),0.00,Accounts Payable
03 Dec 2025,Payable Payment,Payment: Budget Petrol,,104.65,0.00,"2,539.15",(104.65),0.00,Accounts Payable
04 Dec 2025,Payable Payment,Payment: TELSTRA,K 233 169 361 Acc,190.00,0.00,"2,349.15",(190.00),0.00,Accounts Payable
05 Dec 2025,Payable Invoice,Freechoice,,0.00,3.23,"2,352.38",3.23,0.00,Accounts Payable
06 Dec 2025,Payable Invoice,Bunning,,0.00,62.95,"2,415.33",62.95,0.00,Accounts Payable
06 Dec 2025,Payable Invoice,KMART,,0.00,28.00,"2,443.33",28.00,0.00,Accounts Payable
08 Dec 2025,Payable Invoice,AOZ PRINT AND GRAPHI,,0.00,7.00,"2,450.33",7.00,0.00,Accounts Payable
08 Dec 2025,Payable Invoice,AOZ PRINT AND GRAPHI,,0.00,13.00,"2,463.33",13.00,0.00,Accounts Payable
08 Dec 2025,Payable Payment,Payment: AOZ PRINT AND GRAPHI,,13.00,0.00,"2,450.33",(13.00),0.00,Accounts Payable
08 Dec 2025,Payable Payment,Payment: AOZ PRINT AND GRAPHI,,7.00,0.00,"2,443.33",(7.00),0.00,Accounts Payable
08 Dec 2025,Payable Payment,Payment: KMART,,28.00,0.00,"2,415.33",(28.00),0.00,Accounts Payable
08 Dec 2025,Payable Payment,Payment: Freechoice,,3.23,0.00,"2,412.10",(3.23),0.00,Accounts Payable
09 Dec 2025,Payable Payment,Payment: Bunning,,62.95,0.00,"2,349.15",(62.95),0.00,Accounts Payable
11 Dec 2025,Payable Invoice,Kevin Joyce,INV-45163,0.00,495.00,"2,844.15",495.00,0.00,Accounts Payable
12 Dec 2025,Payable Invoice,BUNNINGS,,0.00,125.90,"2,970.05",125.90,0.00,Accounts Payable
12 Dec 2025,Payable Invoice,KMART,,0.00,46.00,"3,016.05",46.00,0.00,Accounts Payable
12 Dec 2025,Payable Invoice,AOZ PRINT AND GRAPHI,,0.00,10.00,"3,026.05",10.00,0.00,Accounts Payable
13 Dec 2025,Payable Invoice,Bunning,,0.00,99.11,"3,125.16",99.11,0.00,Accounts Payable
13 Dec 2025,Payable Invoice,Budget Petrol,,0.00,111.65,"3,236.81",111.65,0.00,Accounts Payable
14 Dec 2025,Payable Invoice,Christophers cake,,0.00,41.11,"3,277.92",41.11,0.00,Accounts Payable
14 Dec 2025,Payable Invoice,IGA,,0.00,6.25,"3,284.17",6.25,0.00,Accounts Payable
15 Dec 2025,Payable Payment,Payment: BUNNINGS,,125.90,0.00,"3,158.27",(125.90),0.00,Accounts Payable
15 Dec 2025,Payable Payment,Payment: Budget Petrol,,111.65,0.00,"3,046.62",(111.65),0.00,Accounts Payable
15 Dec 2025,Payable Payment,Payment: Christophers cake,,41.11,0.00,"3,005.51",(41.11),0.00,Accounts Payable
15 Dec 2025,Payable Payment,Payment: KMART,,46.00,0.00,"2,959.51",(46.00),0.00,Accounts Payable
16 Dec 2025,Payable Payment,Payment: IGA,,6.25,0.00,"2,953.26",(6.25),0.00,Accounts Payable
16 Dec 2025,Payable Payment,Payment: Bunning,,99.11,0.00,"2,854.15",(99.11),0.00,Accounts Payable
19 Dec 2025,Payable Invoice,AOZ PRINT AND GRAPHI,,0.00,6.00,"2,860.15",6.00,0.00,Accounts Payable
19 Dec 2025,Payable Payment,Payment: AOZ PRINT AND GRAPHI,,6.00,0.00,"2,854.15",(6.00),0.00,Accounts Payable
20 Dec 2025,Payable Invoice,IGA,,0.00,16.48,"2,870.63",16.48,0.00,Accounts Payable
20 Dec 2025,Payable Invoice,KMART,,0.00,29.15,"2,899.78",29.15,0.00,Accounts Payable
22 Dec 2025,Payable Invoice,Budget Petrol,,0.00,79.75,"2,979.53",79.75,0.00,Accounts Payable
22 Dec 2025,Payable Payment,Payment: KMART,,29.15,0.00,"2,950.38",(29.15),0.00,Accounts Payable
23 Dec 2025,Payable Invoice,APC,INV/2025/24228,0.00,"2,133.96","5,084.34","2,133.96",0.00,Accounts Payable
23 Dec 2025,Payable Payment,Payment: IGA,,16.48,0.00,"5,067.86",(16.48),0.00,Accounts Payable
23 Dec 2025,Payable Invoice,all purpose coating,,0.00,"2,133.96","7,201.82","2,133.96",0.00,Accounts Payable
23 Dec 2025,Payable Credit Note,APC,INV/2025/24228,"2,133.96",0.00,"5,067.86","(2,133.96)",0.00,Accounts Payable
